code,title,prereq,antireq,term,ID,description
ME220,Mechanics of Deformable Solids 2,ME 219; Level at least 2B Mechanical Engineering,,"F, S",006712,"A general treatment of the behaviour of structural components from the study of stress and strain in solids. Topics include superposition, energy theorems, theories of failure, elastic and inelastic analysis of symmetrical bending, torsion of circular members, columns and stability, and virtual work."
ME230,Control of Properties of Materials,ME 115; Level at least 2A Mechanical Engineering,,"F, W",006713,"Phase equilibria, non-equilibrium behaviour, heat treatment of metals, diffusion, strengthening processes. Alloying, composite materials, cold and hot working. Failure of engineering materials; creep, fatigue, corrosion and other environmental degradation processes. Prevention of service failures."
ME235,Materials Science and Engineering,CHE 102; Level at least 2A Management Engineering students.,"ME 115, 230, MTE 111",F,012406,"The microstructure of crystalline and amorphous materials including metals, polymers and ceramics.  Elastic and plastic deformation in metals, viscoelastic deformation of polymers and viscous deformation of ceramic glasses.  Fracture of brittle and ductile solids.  Phase equilibria, non-equilibrium behaviour, heat treatment of metals, diffusion, strengthening processes."
ME250,Thermodynamics 1,MATH 118; Level at least 2B Mechanical Engineering or level at least 2A Management Engineering.,"ECE/MTE 309, SYDE 381","F, S",006714,"The engineering science of energy. The scope and limitations of thermodynamics. Macroscopic approach to heat, work, energy and the First Law. Properties and state of simple substances. Control-mass and control-volume energy analysis. The Second Law of Thermodynamics, principle of increase of entropy, limiting cycle efficiencies, criteria for equilibrium."
ME262,Introduction to Microprocessors and Digital Logic,GENE 123; Level at least 2B Mechanical Engineering. ,MTE 262,"F, S",006715,"Number systems, logic gates, Boolean algebra. Karnaugh maps and combinational logic design. Sequential logic and state machines. Programmable Logic Controllers (PLCs) and PLC programming using ladder logic and statement list.  Microcomputer structure and operation, I/O and interfacing. Assembly language programming. Laboratory work includes microcomputer and PLC programming."
ME269,Electromechanical Devices and Power Processing,GENE 123; Level at least 2A Mechanical Engineering or Mechatronics Option,,,006716,"Review of circuit analysis. Basic electromagnetic theory. DC machines, synchronous generators, transformers, and induction motors. Introduction to typical speed and torque control techniques of machines using power electronic based devices.  "
ME300A,Seminar,3A Mechanical Engineering,,"W,S",009307,"Discussion of the structure of and options within the mechanical engineering curriculum; of the operation of department, faculty, university, technical societies; of student team and graduate school opportunities; of safety training; and of subject material in support of core courses."
ME300B,Seminar,3B Mechanical Engineering,,"F,W",009308,"Discussion of the structure of and options within the mechanical engineering curriculum; of the operation of department, faculty, university, technical societies; of student team and graduate school opportunities; of safety training; and of subject material in support of core courses."
ME303,Advanced Engineering Mathematics,"ME 201, 203; Level at least 3A Mechanical Engineering",,"W, S",006718,"A continuation of ME 201 and ME 203 in which both classical calculus techniques and the computer implementation of numerical methods are discussed. Partial differential equations of mathematical physics: wave, diffusion, Laplace, Poisson equations. Boundary and initial conditions. Separation of variables. Numerical methods for ordinary and partial differential equations. Applications will emphasize the role of ordinary and partial differential equations in understanding the behaviour of physical systems."
ME321,Kinematics and Dynamics of Machines,(ME 201 or MTE 202) and (ME 212 or SYDE 182); Level at least 3A Mechanical Engineering or Mechatronics Engineering,,"W, S",006721,"Principles of the geometry of motion, Uniform and non-uniform motion, linkage, gears, cams. Synthesis and analysis of mechanisms. Consideration of the static and dynamic forces in machines. Vibration analysis, response to shock, motion and force transmissibility, vibration isolation."
ME322,Mechanical Design 1,"ME 220, 321; Level at least 3B Mechanical Engineering",,"F, W",006722,"Adequacy assessment and synthesis of machine elements with a focus on the design process.  Static failure of ductile and brittle materials, fatigue analysis of structures.  Topics include the design of welds, bolted connections, springs and shafts."
ME340,Manufacturing Processes,"ME 219, 230; Level at least 3A Mechanical Engineering",,"W, S",006724,"The principles of manufacturing unit processes including casting, forming, machining and joining. Interactions between design, materials (metals, polymers, ceramics) and processes. Advantages and limitations, relative cost, and production rates of competitive processes."
